Export of Imageset lab3 (ball annotations in bounding boxes)
[team|labvision1819]
[set|lab3]
[format: "label::annotation_type|filename|img_width|img_height|x1|y1|x2|y2|center_x|center_y|width|height"]
label::ball|frame0716.jpg|640|480|315|309|380|376|347.5|342.5|65|67
label::ball|frame0715.jpg|640|480|314|309|380|374|347.0|341.5|66|65
label::ball|frame0714.jpg|640|480|306|314|374|379|340.0|346.5|68|65
label::ball|frame0713.jpg|640|480|302|311|373|381|337.5|346.0|71|70
label::ball|frame0712.jpg|640|480|302|319|367|382|334.5|350.5|65|63
label::ball|frame0711.jpg|640|480|305|328|375|393|340.0|360.5|70|65
label::ball|frame0710.jpg|640|480|309|342|376|408|342.5|375.0|67|66
label::ball|frame0709.jpg|640|480|307|346|375|411|341.0|378.5|68|65
label::ball|frame0708.jpg|640|480|307|343|373|408|340.0|375.5|66|65
label::ball|frame0707.jpg|640|480|302|334|373|402|337.5|368.0|71|68
label::ball|frame0706.jpg|640|480|302|332|374|402|338.0|367.0|72|70
label::ball|frame0705.jpg|640|480|311|335|379|402|345.0|368.5|68|67
label::ball|frame0704.jpg|640|480|317|344|384|409|350.5|376.5|67|65
label::ball|frame0703.jpg|640|480|318|341|384|409|351.0|375.0|66|68
label::ball|frame0702.jpg|640|480|308|340|377|406|342.5|373.0|69|66
label::ball|frame0701.jpg|640|480|309|334|377|400|343.0|367.0|68|66
label::ball|frame0700.jpg|640|480|309|334|378|400|343.5|367.0|69|66
label::ball|frame0699.jpg|640|480|313|341|379|409|346.0|375.0|66|68
label::ball|frame0698.jpg|640|480|321|347|389|411|355.0|379.0|68|64
label::ball|frame1182.jpg|640|480|213|103|252|139|232.5|121.0|39|36
label::ball|frame1174.jpg|640|480|163|180|209|227|186.0|203.5|46|47
label::ball|frame1173.jpg|640|480|152|183|203|233|177.5|208.0|51|50
label::ball|frame1172.jpg|640|480|153|183|203|234|178.0|208.5|50|51
label::ball|frame1171.jpg|640|480|153|184|203|234|178.0|209.0|50|50
label::ball|frame1170.jpg|640|480|150|185|196|233|173.0|209.0|46|48
label::ball|frame1165.jpg|640|480|174|184|226|235|200.0|209.5|52|51
label::ball|frame1163.jpg|640|480|203|185|252|232|227.5|208.5|49|47
label::ball|frame1161.jpg|640|480|223|197|274|242|248.5|219.5|51|45
label::ball|frame1159.jpg|640|480|245|208|304|264|274.5|236.0|59|56
label::ball|frame1156.jpg|640|480|302|239|357|292|329.5|265.5|55|53
label::ball|frame0697.jpg|640|480|317|360|386|420|351.5|390.0|69|60
label::ball|frame0696.jpg|640|480|321|359|390|427|355.5|393.0|69|68
label::ball|frame0695.jpg|640|480|308|356|378|420|343.0|388.0|70|64
label::ball|frame0694.jpg|640|480|306|347|375|411|340.5|379.0|69|64
label::ball|frame0693.jpg|640|480|306|349|376|412|341.0|380.5|70|63
label::ball|frame0692.jpg|640|480|316|349|385|410|350.5|379.5|69|61
label::ball|frame0691.jpg|640|480|318|356|386|417|352.0|386.5|68|61
label::ball|frame0690.jpg|640|480|313|353|381|416|347.0|384.5|68|63
label::ball|frame0689.jpg|640|480|308|345|376|411|342.0|378.0|68|66
label::ball|frame0688.jpg|640|480|308|343|375|408|341.5|375.5|67|65
label::ball|frame0687.jpg|640|480|313|343|379|408|346.0|375.5|66|65
label::ball|frame0686.jpg|640|480|325|342|392|409|358.5|375.5|67|67
label::ball|frame0685.jpg|640|480|327|343|394|409|360.5|376.0|67|66
label::ball|frame0684.jpg|640|480|315|340|381|403|348.0|371.5|66|63
label::ball|frame0683.jpg|640|480|315|336|381|400|348.0|368.0|66|64
label::ball|frame0682.jpg|640|480|315|336|381|400|348.0|368.0|66|64
label::ball|frame0681.jpg|640|480|326|334|392|399|359.0|366.5|66|65
label::ball|frame0680.jpg|640|480|326|331|390|393|358.0|362.0|64|62
label::ball|frame0679.jpg|640|480|325|331|391|395|358.0|363.0|66|64
label::ball|frame0678.jpg|640|480|317|327|381|386|349.0|356.5|64|59
label::ball|frame0677.jpg|640|480|317|327|381|384|349.0|355.5|64|57
label::ball|frame0676.jpg|640|480|327|321|391|383|359.0|352.0|64|62
label::ball|frame0675.jpg|640|480|326|317|390|382|358.0|349.5|64|65
label::ball|frame0673.jpg|640|480|315|312|380|376|347.5|344.0|65|64
label::ball|frame0672.jpg|640|480|316|312|379|375|347.5|343.5|63|63
label::ball|frame0671.jpg|640|480|324|313|387|376|355.5|344.5|63|63
label::ball|frame0670.jpg|640|480|330|315|393|379|361.5|347.0|63|64
label::ball|frame0669.jpg|640|480|330|314|392|378|361.0|346.0|62|64
label::ball|frame0664.jpg|640|480|340|320|404|382|372.0|351.0|64|62
label::ball|frame0663.jpg|640|480|340|320|404|382|372.0|351.0|64|62
label::ball|frame0662.jpg|640|480|335|324|400|385|367.5|354.5|65|61
label::ball|frame0661.jpg|640|480|340|324|407|389|373.5|356.5|67|65
label::ball|frame0660.jpg|640|480|357|326|422|393|389.5|359.5|65|67
label::ball|frame0659.jpg|640|480|362|332|429|399|395.5|365.5|67|67
label::ball|frame0658.jpg|640|480|362|334|428|400|395.0|367.0|66|66
label::ball|frame0657.jpg|640|480|355|340|423|406|389.0|373.0|68|66
label::ball|frame0656.jpg|640|480|364|342|429|411|396.5|376.5|65|69
label::ball|frame0655.jpg|640|480|374|348|440|416|407.0|382.0|66|68
label::ball|frame0654.jpg|640|480|378|354|446|418|412.0|386.0|68|64
label::ball|frame0653.jpg|640|480|381|359|447|427|414.0|393.0|66|68
label::ball|frame0616.jpg|640|480|351|350|417|414|384.0|382.0|66|64
label::ball|frame0612.jpg|640|480|307|341|376|410|341.5|375.5|69|69
label::ball|frame0611.jpg|640|480|308|342|376|409|342.0|375.5|68|67
label::ball|frame0610.jpg|640|480|310|342|381|411|345.5|376.5|71|69
label::ball|frame0609.jpg|640|480|315|340|384|406|349.5|373.0|69|66
label::ball|frame0608.jpg|640|480|321|342|389|409|355.0|375.5|68|67
label::ball|frame0606.jpg|640|480|305|336|373|403|339.0|369.5|68|67
label::ball|frame0603.jpg|640|480|306|341|369|410|337.5|375.5|63|69
label::ball|frame0602.jpg|640|480|296|342|364|409|330.0|375.5|68|67
label::ball|frame0377.jpg|640|480|520|285|575|339|547.5|312.0|55|54
label::ball|frame0376.jpg|640|480|529|287|574|338|551.5|312.5|45|51
label::ball|frame0375.jpg|640|480|544|304|589|355|566.5|329.5|45|51
label::ball|frame0374.jpg|640|480|537|301|580|350|558.5|325.5|43|49
label::ball|frame0373.jpg|640|480|536|300|581|350|558.5|325.0|45|50
label::ball|frame0372.jpg|640|480|548|303|592|353|570.0|328.0|44|50
label::ball|frame0371.jpg|640|480|543|290|590|343|566.5|316.5|47|53
label::ball|frame0370.jpg|640|480|542|297|589|348|565.5|322.5|47|51
label::ball|frame0365.jpg|640|480|543|279|593|330|568.0|304.5|50|51
label::ball|frame0364.jpg|640|480|539|274|586|324|562.5|299.0|47|50
label::ball|frame0362.jpg|640|480|507|223|552|265|529.5|244.0|45|42
label::ball|frame0361.jpg|640|480|509|223|554|267|531.5|245.0|45|44
label::ball|frame0360.jpg|640|480|475|206|522|255|498.5|230.5|47|49
label::ball|frame0359.jpg|640|480|468|209|512|256|490.0|232.5|44|47
label::ball|frame0358.jpg|640|480|460|210|506|258|483.0|234.0|46|48
label::ball|frame0357.jpg|640|480|451|217|494|267|472.5|242.0|43|50
label::ball|frame0356.jpg|640|480|439|225|488|272|463.5|248.5|49|47
label::ball|frame0354.jpg|640|480|395|250|452|305|423.5|277.5|57|55
label::ball|frame0353.jpg|640|480|380|258|440|312|410.0|285.0|60|54
label::ball|frame0352.jpg|640|480|348|284|411|341|379.5|312.5|63|57
label::ball|frame0351.jpg|640|480|311|296|379|358|345.0|327.0|68|62
label::ball|frame0349.jpg|640|480|239|309|302|370|270.5|339.5|63|61
label::ball|frame0348.jpg|640|480|213|309|280|366|246.5|337.5|67|57
label::ball|frame0347.jpg|640|480|157|288|215|349|186.0|318.5|58|61
label::ball|frame0345.jpg|640|480|139|266|191|322|165.0|294.0|52|56
label::ball|frame0343.jpg|640|480|173|246|225|297|199.0|271.5|52|51
label::ball|frame0342.jpg|640|480|189|240|245|294|217.0|267.0|56|54
label::ball|frame0341.jpg|640|480|234|232|292|288|263.0|260.0|58|56
label::ball|frame0340.jpg|640|480|244|236|305|293|274.5|264.5|61|57
label::ball|frame0339.jpg|640|480|276|243|332|307|304.0|275.0|56|64
label::ball|frame0338.jpg|640|480|291|251|352|310|321.5|280.5|61|59
label::ball|frame0337.jpg|640|480|322|258|382|317|352.0|287.5|60|59
label::ball|frame0336.jpg|640|480|334|261|394|322|364.0|291.5|60|61
label::ball|frame0335.jpg|640|480|377|278|437|338|407.0|308.0|60|60
label::ball|frame0330.jpg|640|480|425|264|477|317|451.0|290.5|52|53
label::ball|frame0329.jpg|640|480|416|249|469|302|442.5|275.5|53|53
label::ball|frame0326.jpg|640|480|406|228|456|281|431.0|254.5|50|53
label::ball|frame0325.jpg|640|480|399|229|452|286|425.5|257.5|53|57
label::ball|frame0324.jpg|640|480|404|235|456|288|430.0|261.5|52|53
label::ball|frame0323.jpg|640|480|400|237|454|291|427.0|264.0|54|54
label::ball|frame0322.jpg|640|480|400|248|453|303|426.5|275.5|53|55
label::ball|frame0321.jpg|640|480|397|262|453|321|425.0|291.5|56|59
label::ball|frame0320.jpg|640|480|395|270|455|330|425.0|300.0|60|60
label::ball|frame0319.jpg|640|480|399|294|460|357|429.5|325.5|61|63
label::ball|frame0318.jpg|640|480|408|308|464|366|436.0|337.0|56|58
label::ball|frame0317.jpg|640|480|392|305|447|365|419.5|335.0|55|60
label::ball|frame0316.jpg|640|480|385|307|449|366|417.0|336.5|64|59
label::ball|frame0315.jpg|640|480|349|304|412|367|380.5|335.5|63|63
label::ball|frame0314.jpg|640|480|324|306|389|370|356.5|338.0|65|64
label::ball|frame0313.jpg|640|480|308|306|373|373|340.5|339.5|65|67
label::ball|frame0312.jpg|640|480|259|309|322|376|290.5|342.5|63|67
label::ball|frame0303.jpg|640|480|193|338|258|401|225.5|369.5|65|63
label::ball|frame0302.jpg|640|480|208|322|273|391|240.5|356.5|65|69
label::ball|frame0300.jpg|640|480|249|291|313|352|281.0|321.5|64|61
label::ball|frame0299.jpg|640|480|276|267|335|331|305.5|299.0|59|64
label::ball|frame0298.jpg|640|480|283|255|340|310|311.5|282.5|57|55
label::ball|frame0297.jpg|640|480|324|220|379|278|351.5|249.0|55|58
label::ball|frame0292.jpg|640|480|402|222|454|273|428.0|247.5|52|51
label::ball|frame0291.jpg|640|480|399|204|446|254|422.5|229.0|47|50
label::ball|frame0289.jpg|640|480|398|192|440|240|419.0|216.0|42|48
label::ball|frame0288.jpg|640|480|397|168|440|213|418.5|190.5|43|45
label::ball|frame0287.jpg|640|480|385|169|427|216|406.0|192.5|42|47
label::ball|frame0286.jpg|640|480|380|173|426|219|403.0|196.0|46|46
label::ball|frame0284.jpg|640|480|363|217|414|272|388.5|244.5|51|55
label::ball|frame0283.jpg|640|480|350|230|406|285|378.0|257.5|56|55
label::ball|frame0282.jpg|640|480|340|260|396|316|368.0|288.0|56|56
label::ball|frame0281.jpg|640|480|299|302|364|364|331.5|333.0|65|62
label::ball|frame0280.jpg|640|480|284|320|352|386|318.0|353.0|68|66
label::ball|frame0277.jpg|640|480|271|351|338|409|304.5|380.0|67|58
label::ball|frame0276.jpg|640|480|259|337|328|404|293.5|370.5|69|67
label::ball|frame0275.jpg|640|480|256|327|323|393|289.5|360.0|67|66
label::ball|frame0274.jpg|640|480|255|325|323|393|289.0|359.0|68|68
label::ball|frame0273.jpg|640|480|258|325|326|391|292.0|358.0|68|66
label::ball|frame0272.jpg|640|480|252|326|316|391|284.0|358.5|64|65
label::ball|frame0271.jpg|640|480|251|332|318|399|284.5|365.5|67|67
label::ball|frame0267.jpg|640|480|239|352|309|416|274.0|384.0|70|64
label::ball|frame0266.jpg|640|480|239|344|306|410|272.5|377.0|67|66
label::ball|frame0265.jpg|640|480|241|346|311|410|276.0|378.0|70|64
label::ball|frame0264.jpg|640|480|230|335|299|397|264.5|366.0|69|62
label::ball|frame0263.jpg|640|480|235|328|300|392|267.5|360.0|65|64
label::ball|frame0261.jpg|640|480|253|318|322|385|287.5|351.5|69|67
label::ball|frame0258.jpg|640|480|236|290|298|350|267.0|320.0|62|60
label::ball|frame0931.jpg|640|480|131|254|181|306|156.0|280.0|50|52
label::ball|frame0930.jpg|640|480|118|264|170|319|144.0|291.5|52|55
label::ball|frame0929.jpg|640|480|117|267|169|322|143.0|294.5|52|55
label::ball|frame0928.jpg|640|480|125|270|179|325|152.0|297.5|54|55
label::ball|frame0927.jpg|640|480|122|266|176|324|149.0|295.0|54|58
label::ball|frame0926.jpg|640|480|155|262|209|320|182.0|291.0|54|58
label::ball|frame0925.jpg|640|480|159|256|216|318|187.5|287.0|57|62
label::ball|frame0924.jpg|640|480|179|253|238|309|208.5|281.0|59|56
label::ball|frame0922.jpg|640|480|245|250|305|308|275.0|279.0|60|58
label::ball|frame0920.jpg|640|480|295|242|353|300|324.0|271.0|58|58
label::ball|frame0919.jpg|640|480|298|238|354|291|326.0|264.5|56|53
label::ball|frame0918.jpg|640|480|309|229|367|289|338.0|259.0|58|60
label::ball|frame0917.jpg|640|480|316|228|373|287|344.5|257.5|57|59
label::ball|frame0916.jpg|640|480|319|234|377|289|348.0|261.5|58|55
label::ball|frame0915.jpg|640|480|316|247|374|307|345.0|277.0|58|60
label::ball|frame0914.jpg|640|480|309|260|366|326|337.5|293.0|57|66
label::ball|frame0913.jpg|640|480|287|299|350|352|318.5|325.5|63|53
label::ball|frame0911.jpg|640|480|285|307|350|369|317.5|338.0|65|62
label::ball|frame0910.jpg|640|480|274|299|340|363|307.0|331.0|66|64
label::ball|frame0909.jpg|640|480|274|297|340|363|307.0|330.0|66|66
label::ball|frame0908.jpg|640|480|268|297|335|362|301.5|329.5|67|65
label::ball|frame0907.jpg|640|480|259|296|323|362|291.0|329.0|64|66
label::ball|frame0906.jpg|640|480|264|301|327|364|295.5|332.5|63|63
label::ball|frame0905.jpg|640|480|269|303|332|366|300.5|334.5|63|63
label::ball|frame0904.jpg|640|480|261|303|328|366|294.5|334.5|67|63
label::ball|frame0903.jpg|640|480|250|305|317|370|283.5|337.5|67|65
label::ball|frame0902.jpg|640|480|236|304|304|373|270.0|338.5|68|69
label::ball|frame0901.jpg|640|480|223|306|284|371|253.5|338.5|61|65
label::ball|frame0900.jpg|640|480|201|307|264|371|232.5|339.0|63|64
label::ball|frame0899.jpg|640|480|185|305|245|369|215.0|337.0|60|64
label::ball|frame0898.jpg|640|480|154|301|213|361|183.5|331.0|59|60
label::ball|frame0897.jpg|640|480|119|295|174|351|146.5|323.0|55|56
label::ball|frame0896.jpg|640|480|102|294|155|346|128.5|320.0|53|52
label::ball|frame0895.jpg|640|480|79|286|126|339|102.5|312.5|47|53
label::ball|frame0894.jpg|640|480|73|284|122|336|97.5|310.0|49|52
label::ball|frame0893.jpg|640|480|70|283|121|336|95.5|309.5|51|53
label::ball|frame0892.jpg|640|480|69|285|118|339|93.5|312.0|49|54
label::ball|frame0891.jpg|640|480|65|284|114|337|89.5|310.5|49|53
label::ball|frame0890.jpg|640|480|70|286|120|339|95.0|312.5|50|53
label::ball|frame0889.jpg|640|480|76|286|122|339|99.0|312.5|46|53
label::ball|frame0888.jpg|640|480|82|284|131|341|106.5|312.5|49|57
label::ball|frame0887.jpg|640|480|81|283|132|340|106.5|311.5|51|57
label::ball|frame0886.jpg|640|480|99|287|152|340|125.5|313.5|53|53
label::ball|frame0885.jpg|640|480|111|277|160|333|135.5|305.0|49|56
label::ball|frame0884.jpg|640|480|114|280|167|336|140.5|308.0|53|56
label::ball|frame0883.jpg|640|480|139|286|194|337|166.5|311.5|55|51
label::ball|frame0882.jpg|640|480|136|278|192|334|164.0|306.0|56|56
label::ball|frame0881.jpg|640|480|141|276|199|337|170.0|306.5|58|61
label::ball|frame0880.jpg|640|480|145|278|202|338|173.5|308.0|57|60
label::ball|frame0879.jpg|640|480|155|290|210|341|182.5|315.5|55|51
label::ball|frame0878.jpg|640|480|166|293|222|346|194.0|319.5|56|53
label::ball|frame0877.jpg|640|480|196|299|257|361|226.5|330.0|61|62
label::ball|frame0876.jpg|640|480|201|304|266|367|233.5|335.5|65|63
label::ball|frame0875.jpg|640|480|221|308|286|377|253.5|342.5|65|69
label::ball|frame0873.jpg|640|480|255|320|323|390|289.0|355.0|68|70
label::ball|frame0872.jpg|640|480|253|322|321|389|287.0|355.5|68|67
label::ball|frame0871.jpg|640|480|253|322|323|387|288.0|354.5|70|65
label::ball|frame0870.jpg|640|480|252|321|322|388|287.0|354.5|70|67
label::ball|frame0869.jpg|640|480|259|321|330|389|294.5|355.0|71|68
label::ball|frame0868.jpg|640|480|261|319|330|387|295.5|353.0|69|68
label::ball|frame0865.jpg|640|480|254|315|322|382|288.0|348.5|68|67
label::ball|frame0859.jpg|640|480|262|325|330|394|296.0|359.5|68|69
label::ball|frame0858.jpg|640|480|276|343|345|408|310.5|375.5|69|65
label::ball|frame0857.jpg|640|480|278|343|348|408|313.0|375.5|70|65
label::ball|frame0856.jpg|640|480|283|341|350|409|316.5|375.0|67|68
label::ball|frame0855.jpg|640|480|271|332|339|400|305.0|366.0|68|68
label::ball|frame0854.jpg|640|480|273|325|341|394|307.0|359.5|68|69
label::ball|frame0853.jpg|640|480|290|324|356|392|323.0|358.0|66|68
label::ball|frame0852.jpg|640|480|294|323|361|388|327.5|355.5|67|65
label::ball|frame0851.jpg|640|480|303|325|367|391|335.0|358.0|64|66
label::ball|frame0850.jpg|640|480|302|333|366|397|334.0|365.0|64|64
label::ball|frame0848.jpg|640|480|314|339|385|406|349.5|372.5|71|67
label::ball|frame0846.jpg|640|480|362|348|428|411|395.0|379.5|66|63
label::ball|frame0845.jpg|640|480|388|356|456|419|422.0|387.5|68|63
label::ball|frame0843.jpg|640|480|386|341|451|404|418.5|372.5|65|63
label::ball|frame0842.jpg|640|480|391|341|460|402|425.5|371.5|69|61
label::ball|frame0841.jpg|640|480|392|317|454|380|423.0|348.5|62|63
label::ball|frame0840.jpg|640|480|393|316|455|380|424.0|348.0|62|64
label::ball|frame0839.jpg|640|480|376|308|442|370|409.0|339.0|66|62
label::ball|frame0838.jpg|640|480|360|291|425|357|392.5|324.0|65|66
label::ball|frame0837.jpg|640|480|349|290|411|351|380.0|320.5|62|61
label::ball|frame0836.jpg|640|480|342|278|401|340|371.5|309.0|59|62
label::ball|frame0835.jpg|640|480|325|274|387|329|356.0|301.5|62|55
label::ball|frame0834.jpg|640|480|312|266|373|324|342.5|295.0|61|58
label::ball|frame0833.jpg|640|480|275|262|334|323|304.5|292.5|59|61
label::ball|frame0832.jpg|640|480|262|264|323|323|292.5|293.5|61|59
label::ball|frame0831.jpg|640|480|259|268|322|326|290.5|297.0|63|58
label::ball|frame0830.jpg|640|480|243|267|303|326|273.0|296.5|60|59
label::ball|frame0827.jpg|640|480|243|260|304|324|273.5|292.0|61|64
label::ball|frame0826.jpg|640|480|247|260|307|324|277.0|292.0|60|64
label::ball|frame0825.jpg|640|480|259|273|327|333|293.0|303.0|68|60
label::ball|frame0824.jpg|640|480|268|276|329|336|298.5|306.0|61|60
label::ball|frame0821.jpg|640|480|277|300|345|365|311.0|332.5|68|65
label::ball|frame0820.jpg|640|480|285|322|351|383|318.0|352.5|66|61
label::ball|frame0819.jpg|640|480|293|342|362|410|327.5|376.0|69|68
label::ball|frame0818.jpg|640|480|295|335|362|400|328.5|367.5|67|65
label::ball|frame0257.jpg|640|480|251|287|313|347|282.0|317.0|62|60
label::ball|frame0256.jpg|640|480|249|277|310|339|279.5|308.0|61|62
label::ball|frame0255.jpg|640|480|251|277|312|339|281.5|308.0|61|62
label::ball|frame0254.jpg|640|480|237|271|298|332|267.5|301.5|61|61
label::ball|frame0253.jpg|640|480|230|269|292|328|261.0|298.5|62|59
label::ball|frame0252.jpg|640|480|228|269|289|327|258.5|298.0|61|58
label::ball|frame0251.jpg|640|480|211|269|269|328|240.0|298.5|58|59
label::ball|frame0250.jpg|640|480|196|275|257|327|226.5|301.0|61|52
label::ball|frame0249.jpg|640|480|192|277|247|329|219.5|303.0|55|52
label::ball|frame0248.jpg|640|480|179|277|239|339|209.0|308.0|60|62
label::ball|frame0247.jpg|640|480|184|291|246|344|215.0|317.5|62|53
label::ball|frame0246.jpg|640|480|194|301|258|361|226.0|331.0|64|60
label::ball|frame0245.jpg|640|480|198|310|262|370|230.0|340.0|64|60
label::ball|frame0241.jpg|640|480|232|341|296|411|264.0|376.0|64|70
label::ball|frame0240.jpg|640|480|249|331|315|395|282.0|363.0|66|64
label::ball|frame0239.jpg|640|480|267|306|328|369|297.5|337.5|61|63
label::ball|frame0237.jpg|640|480|292|264|355|327|323.5|295.5|63|63
label::ball|frame0236.jpg|640|480|321|232|377|287|349.0|259.5|56|55
label::ball|frame0235.jpg|640|480|346|213|396|270|371.0|241.5|50|57
label::ball|frame0234.jpg|640|480|352|202|402|252|377.0|227.0|50|50
label::ball|frame0233.jpg|640|480|375|175|424|222|399.5|198.5|49|47
label::ball|frame0232.jpg|640|480|381|144|423|190|402.0|167.0|42|46
label::ball|frame0230.jpg|640|480|388|118|424|156|406.0|137.0|36|38
label::ball|frame0229.jpg|640|480|368|101|402|136|385.0|118.5|34|35
label::ball|frame0228.jpg|640|480|364|89|397|119|380.5|104.0|33|30
label::ball|frame0225.jpg|640|480|350|61|377|86|363.5|73.5|27|25
label::ball|frame0224.jpg|640|480|332|72|360|102|346.0|87.0|28|30
label::ball|frame0222.jpg|640|480|321|67|350|96|335.5|81.5|29|29
label::ball|frame0221.jpg|640|480|299|61|330|90|314.5|75.5|31|29
label::ball|frame0220.jpg|640|480|283|75|317|106|300.0|90.5|34|31
label::ball|frame0219.jpg|640|480|280|85|312|118|296.0|101.5|32|33
label::ball|frame0218.jpg|640|480|223|91|256|125|239.5|108.0|33|34
label::ball|frame0217.jpg|640|480|219|102|259|137|239.0|119.5|40|35
label::ball|frame0216.jpg|640|480|201|113|237|148|219.0|130.5|36|35
label::ball|frame0212.jpg|640|480|160|133|200|175|180.0|154.0|40|42
label::ball|frame0205.jpg|640|480|99|175|138|209|118.5|192.0|39|34
label::ball|frame0204.jpg|640|480|100|172|138|210|119.0|191.0|38|38
label::ball|frame0203.jpg|640|480|121|157|158|197|139.5|177.0|37|40
label::ball|frame0196.jpg|640|480|234|120|272|155|253.0|137.5|38|35
label::ball|frame0194.jpg|640|480|240|110|276|145|258.0|127.5|36|35
label::ball|frame0181.jpg|640|480|369|183|416|231|392.5|207.0|47|48
label::ball|frame0179.jpg|640|480|425|236|477|285|451.0|260.5|52|49
label::ball|frame0178.jpg|640|480|447|267|501|322|474.0|294.5|54|55
label::ball|frame0177.jpg|640|480|464|293|519|343|491.5|318.0|55|50
label::ball|frame0176.jpg|640|480|482|343|539|393|510.5|368.0|57|50
label::ball|frame0175.jpg|640|480|505|370|560|425|532.5|397.5|55|55
label::ball|frame0174.jpg|640|480|516|380|573|441|544.5|410.5|57|61
label::ball|frame0173.jpg|640|480|523|379|578|436|550.5|407.5|55|57
label::ball|frame0172.jpg|640|480|514|386|567|440|540.5|413.0|53|54
label::ball|frame0170.jpg|640|480|513|375|571|427|542.0|401.0|58|52
label::ball|frame0167.jpg|640|480|510|363|564|422|537.0|392.5|54|59
label::ball|frame0166.jpg|640|480|517|368|570|424|543.5|396.0|53|56
label::ball|frame0164.jpg|640|480|518|376|573|431|545.5|403.5|55|55
label::ball|frame0162.jpg|640|480|513|377|569|433|541.0|405.0|56|56
label::ball|frame0161.jpg|640|480|519|374|574|428|546.5|401.0|55|54
label::ball|frame0159.jpg|640|480|513|361|566|416|539.5|388.5|53|55
label::ball|frame0158.jpg|640|480|500|339|556|396|528.0|367.5|56|57
label::ball|frame0157.jpg|640|480|490|324|544|378|517.0|351.0|54|54
label::ball|frame0156.jpg|640|480|489|318|545|374|517.0|346.0|56|56
label::ball|frame0155.jpg|640|480|476|304|529|360|502.5|332.0|53|56
label::ball|frame0154.jpg|640|480|459|296|515|354|487.0|325.0|56|58
label::ball|frame0153.jpg|640|480|431|285|491|344|461.0|314.5|60|59
label::ball|frame0152.jpg|640|480|409|282|471|343|440.0|312.5|62|61
label::ball|frame0151.jpg|640|480|399|293|458|357|428.5|325.0|59|64
label::ball|frame0148.jpg|640|480|362|336|427|399|394.5|367.5|65|63
label::ball|frame0147.jpg|640|480|355|347|422|413|388.5|380.0|67|66
label::ball|frame0136.jpg|640|480|356|326|422|396|389.0|361.0|66|70
label::ball|frame0135.jpg|640|480|343|335|411|399|377.0|367.0|68|64
label::ball|frame0134.jpg|640|480|341|345|405|410|373.0|377.5|64|65
label::ball|frame0132.jpg|640|480|323|356|394|420|358.5|388.0|71|64
label::ball|frame0131.jpg|640|480|321|353|392|418|356.5|385.5|71|65
label::ball|frame0130.jpg|640|480|305|342|376|411|340.5|376.5|71|69
label::ball|frame0129.jpg|640|480|304|330|374|397|339.0|363.5|70|67
label::ball|frame0128.jpg|640|480|306|325|371|392|338.5|358.5|65|67
label::ball|frame0113.jpg|640|480|277|203|330|257|303.5|230.0|53|54
label::ball|frame0112.jpg|640|480|293|236|348|293|320.5|264.5|55|57
label::ball|frame0111.jpg|640|480|292|271|355|330|323.5|300.5|63|59
label::ball|frame0109.jpg|640|480|293|347|364|410|328.5|378.5|71|63
label::ball|frame0107.jpg|640|480|303|335|375|404|339.0|369.5|72|69
label::ball|frame0106.jpg|640|480|321|332|389|399|355.0|365.5|68|67
label::ball|frame0105.jpg|640|480|320|325|384|387|352.0|356.0|64|62
label::ball|frame0104.jpg|640|480|323|328|389|392|356.0|360.0|66|64
label::ball|frame0103.jpg|640|480|306|324|375|388|340.5|356.0|69|64
label::ball|frame0102.jpg|640|480|301|332|367|398|334.0|365.0|66|66
label::ball|frame0101.jpg|640|480|309|343|378|410|343.5|376.5|69|67
label::ball|frame0099.jpg|640|480|305|361|374|428|339.5|394.5|69|67
label::ball|frame0098.jpg|640|480|288|357|361|423|324.5|390.0|73|66
label::ball|frame0096.jpg|640|480|284|356|360|424|322.0|390.0|76|68
label::ball|frame0095.jpg|640|480|288|356|360|422|324.0|389.0|72|66
label::ball|frame0094.jpg|640|480|286|355|358|424|322.0|389.5|72|69
label::ball|frame0092.jpg|640|480|274|355|348|423|311.0|389.0|74|68
label::ball|frame0091.jpg|640|480|275|353|346|419|310.5|386.0|71|66
label::ball|frame0090.jpg|640|480|278|350|351|413|314.5|381.5|73|63
label::ball|frame0089.jpg|640|480|290|351|360|415|325.0|383.0|70|64
label::ball|frame0088.jpg|640|480|288|355|360|419|324.0|387.0|72|64
label::ball|frame0087.jpg|640|480|282|357|353|422|317.5|389.5|71|65
label::ball|frame0086.jpg|640|480|284|355|358|423|321.0|389.0|74|68
label::ball|frame0085.jpg|640|480|282|354|354|417|318.0|385.5|72|63
label::ball|frame0084.jpg|640|480|289|350|359|418|324.0|384.0|70|68
label::ball|frame0083.jpg|640|480|294|351|365|415|329.5|383.0|71|64
label::ball|frame0082.jpg|640|480|292|349|360|415|326.0|382.0|68|66
label::ball|frame0081.jpg|640|480|282|347|354|414|318.0|380.5|72|67
label::ball|frame0080.jpg|640|480|289|345|356|410|322.5|377.5|67|65
label::ball|frame0079.jpg|640|480|287|343|355|410|321.0|376.5|68|67
label::ball|frame0078.jpg|640|480|298|343|369|409|333.5|376.0|71|66
label::ball|frame0077.jpg|640|480|307|345|374|408|340.5|376.5|67|63
label::ball|frame0076.jpg|640|480|305|349|375|413|340.0|381.0|70|64
label::ball|frame0075.jpg|640|480|304|348|374|413|339.0|380.5|70|65
